Name,Fueltype,Technology,Set,Country,Capacity,Efficiency,DateIn,DateRetrofit,DateOut,lat,lon,Duration,Volume_Mm3,DamHeight_m,StorageCapacity_MWh,EIC,projectID
Janeiro De Cima,Hydro,,PP,Portugal,7.9,,1970.0,,,40.0655,-7.8055,,,30.0,,{},"{'GHR': {'GHR-GHR05157'}, 'GPD': {'WRI1022725'}}"
Idanha Nova,Hydro,,PP,Portugal,2.5,,1970.0,,,39.9447,-7.2011,,77.8,54.0,,{},"{'GHR': {'GHR-GHR05155'}, 'GPD': {'WRI1022723'}}"
Guilhofrei,Hydro,Reservoir,PP,Portugal,4.0,,1939.0,,,41.5811,-8.1428,,22.0,49.0,,{},"{'GHR': {'GHR-GHR05154'}, 'GPD': {'WRI1022720'}}"
Vales,Hydro,,PP,Portugal,3.2,,1970.0,,,41.4419,-7.4985,,,,,{},"{'GHR': {'GHR-GHR05200'}, 'GPD': {'WRI1022814'}}"
Ucanha,Hydro,,PP,Portugal,5.7,,1970.0,,,41.054,-7.7462,,,12.0,,{},"{'GHR': {'GHR-GHR05198'}, 'GPD': {'WRI1022809'}}"
Torga,Hydro,,PP,Portugal,8.5,,1970.0,,,41.7061,-7.1175,,,,,{},"{'GHR': {'GHR-GHR05195'}, 'GPD': {'WRI1022806'}}"
Terragido,Hydro,,PP,Portugal,8.5,,1970.0,,,41.2872,-7.7495,,,,,{},"{'GHR': {'GHR-GHR05194'}, 'GPD': {'WRI1022805'}}"
Talhadas,Hydro,,PP,Portugal,5.2,,1970.0,,,40.647,-8.3177,,,,,{},"{'GHR': {'GHR-GHR05193'}, 'GPD': {'WRI1022801'}}"
Sordo,Hydro,,PP,Portugal,8.5,,1970.0,,,41.1697,-7.7886,,0.85,36.0,,{},"{'GHR': {'GHR-GHR05191'}, 'GPD': {'WRI1022799'}}"
Senhora Do Salto,Hydro,,PP,Portugal,3.8,,1970.0,,,41.1274,-8.4324,,,,,{},"{'GHR': {'GHR-GHR05190'}, 'GPD': {'WRI1022795'}}"
Senhora De Monforte,Hydro,,PP,Portugal,10.0,,1970.0,,,40.8174,-7.0293,,0.0068,20.0,,{},"{'GHR': {'GHR-GHR05188'}, 'GPD': {'WRI1022793'}}"
Sao Pedro Do Sul,Hydro,,PP,Portugal,9.6,,1970.0,,,40.7604,-8.0438,,,,,{},"{'GHR': {'GHR-GHR05192'}, 'GPD': {'WRI1022792'}}"
Ribadouro,Hydro,,PP,Portugal,3.1,,1970.0,,,41.0991,-8.0826,,,,,{},"{'GHR': {'GHR-GHR05181'}, 'GPD': {'WRI1022780'}}"
Rebordelo,Hydro,,PP,Portugal,10.0,,1970.0,,,41.7556,-7.1764,,3.1,35.5,,{},"{'GHR': {'GHR-GHR05179'}, 'GPD': {'WRI1022775'}}"
Alto Douro Wind Farm,Wind,Onshore,PP,Portugal,245.8,,2010.0,,,41.0696,-7.5769,,,,,{},"{'GEM': {'G100000916446', 'G100000925333', 'G100000910374', 'G100000915900', 'G100000925332', 'G100000925334', 'G100000925336', 'G100000913902', 'G100000917421', 'G100000910373', 'G100000917582', 'G100000925337', 'G100000925329', 'G100000917909'}, 'GPD': {'WRI1023275'}}"
Alto Dos Forninhos Wind Farm,Wind,Onshore,PP,Portugal,8.2,,2014.0,,,39.2958,-7.3536,,,,,{},"{'GEM': {'G100000925327'}, 'GPD': {'WRI1023274'}}"
Alto Do Talefe Wind Farm,Wind,Onshore,PP,Portugal,14.0,,2004.0,,,41.6464,-8.0492,,,,,{},"{'GEM': {'G100000912471'}, 'GPD': {'WRI1023273'}}"
Alto Do Moncao Wind Farm,Wind,Onshore,PP,Portugal,32.0,,2006.0,,,40.5033,-8.2657,,,,,{},"{'GEM': {'G100000916765'}, 'GPD': {'WRI1023271'}}"
Alto Do Marco Wind Farm,Wind,Onshore,PP,Portugal,22.0,,2011.0,,,41.40735,-7.7958,,,,,{},"{'GEM': {'G100000910538', 'G100000911430'}, 'GPD': {'WRI1023270'}}"
Alto Do Coto Wind Farm,Wind,Onshore,PP,Portugal,8.2,,2003.0,,,40.6395,-8.6525,,,,,{},"{'GEM': {'G100000925448', 'G100000925324'}, 'GPD': {'WRI1023269'}}"
Alto Da Folgorosa Wind Farm,Wind,Onshore,PP,Portugal,18.0,,2008.0,,,39.1325,-9.1337,,,,,{},"{'GEM': {'G100000913901'}, 'GPD': {'WRI1023267'}}"
Alto Da Coutada Wind Farm,Wind,Onshore,PP,Portugal,331.6,,2010.0,,2013.0,41.5452,-7.554599999999999,,,,,{},"{'GEM': {'G100000919384', 'G100000917908', 'G100000919495', 'G100000925321', 'G100000918686'}, 'GPD': {'WRI1023266'}}"
Alrota Wind Farm,Wind,Onshore,PP,Portugal,5.0,,2008.0,,,38.9345,-9.1475,,,,,{},"{'GEM': {'G100000925320'}, 'GPD': {'WRI1023264'}}"
Almargem Wind Farm,Wind,Onshore,PP,Portugal,6.0,,2007.0,,,38.8421,-9.2677,,,,,{},"{'GEM': {'G100000925319'}, 'GPD': {'WRI1023263'}}"
Alagoa De Cima Wind Farm,Wind,Onshore,PP,Portugal,14.0,,2004.0,,,41.8401,-8.4201,,,,,{},"{'GEM': {'G100000912470'}, 'GPD': {'WRI1023261'}}"
Acor Wind Farm,Wind,Onshore,PP,Portugal,56.0,,2004.0,,,40.19915,-7.79875,,,,,{},"{'GEM': {'G100000914448', 'G100000917190'}, 'GPD': {'WRI1023265'}}"
Achada Wind Farm,Wind,Onshore,PP,Portugal,6.9,,2005.0,,,39.1089,-9.1932,,,,,{},"{'GEM': {'G100000925316'}, 'GPD': {'WRI1023258'}}"
Abogalheira Wind Farm,Wind,Onshore,PP,Portugal,3.3,,2006.0,,,41.1983,-8.0347,,,,,{},"{'GEM': {'G100000925315'}, 'GPD': {'WRI1023257'}}"
Bolores Wind Farm,Wind,Onshore,PP,Portugal,5.2,,2003.0,,,38.86,-9.2265,,,,,{},"{'GEM': {'G100000925355'}, 'GPD': {'WRI1023299'}}"
Bigorne Wind Farm,Wind,Onshore,PP,Portugal,11.0,,2002.0,,,40.6621,-7.924,,,,,{},"{'GEM': {'G100000925477', 'G100000925354'}, 'GPD': {'WRI1023297'}}"
Beiras Wind Farm,Wind,Onshore,PP,Portugal,155.0,,2010.0,,2013.0,40.2408,-7.7567,,,,,{},"{'GEM': {'G100000916201', 'G100000914470', 'G100000914269', 'G100000916859', 'G100000915273', 'G100000913350', 'G100000913911'}, 'GPD': {'WRI1023295'}}"
Beira Interior Wind Farm,Wind,Onshore,PP,Portugal,56.0,,2014.0,,,40.8122,-7.3521,,,,,{},"{'GEM': {'G100000925351', 'G100000925352', 'G100000914469', 'G100000910401', 'G100000914468'}, 'GPD': {'WRI1023294'}}"
Barao De Sao Joao Wind Farm,Wind,Onshore,PP,Portugal,61.0,,2009.0,,,37.1342,-8.7983,,,,,{},"{'GEM': {'G100000925350', 'G100000918393'}, 'GPD': {'WRI1023293'}}"
Baixo Alentejo Mertola Wind Farm,Wind,Onshore,PP,Portugal,44.0,,2013.0,,,37.4937,-7.8562,,,,,{},"{'GEM': {'G100000917906'}, 'GPD': {'WRI1023292'}}"
Bairro Wind Farm,Wind,Onshore,PP,Portugal,22.0,,2009.0,,,39.5866,-8.5783,,,,,{},"{'GEM': {'G100000915075'}, 'GPD': {'WRI1023291'}}"
Azinheira Wind Farm,Wind,Onshore,PP,Portugal,14.0,,2007.0,,,41.427,-8.0581,,,,,{},"{'GEM': {'G100000912582'}, 'GPD': {'WRI1023289'}}"
Avalades Solar,Solar,PV,PP,Portugal,15.8,,2012.0,,,37.161,-8.271,,,,,{},"{'GEM': {'G100001010445'}, 'GPD': {'WRI1022594'}}"
Arruda Wind Farm,Wind,Onshore,PP,Portugal,20.0,,2006.0,,,38.97045,-9.17135,,,,,{},"{'GEM': {'G100000925347', 'G100000912833'}, 'GPD': {'WRI1023288'}}"
Arga Wind Farm,Wind,Onshore,PP,Portugal,40.7,,2006.0,,,41.8246,-8.7108,,,,,{},"{'GEM': {'G100000925345', 'G100000917195'}, 'GPD': {'WRI1023287'}}"
Arcela Wind Farm,Wind,Onshore,PP,Portugal,12.0,,2005.0,,,38.9898,-9.1532,,,,,{},"{'GEM': {'G100000911286'}, 'GPD': {'WRI1023282'}}"
Arada Montemuro Wind Farm,Wind,Onshore,PP,Portugal,145.3,,2005.0,,,40.96498888888889,-8.030133333333334,,,,,{},"{'GEM': {'G100000915067', 'G100000917006', 'G100000925343', 'G100000925339', 'G100000925341', 'G100000925342', 'G100000918381', 'G100000911025', 'G100000925340'}, 'GPD': {'WRI1023281'}}"
Amareleja Solar Park,Solar,PV,PP,Portugal,46.0,,2008.0,,,38.1801,-7.2012,,,,,{},"{'GEM': {'G100000806559'}, 'GPD': {'WRI1022593'}}"
Amaral Wind Farm,Wind,Onshore,PP,Portugal,10.0,,2004.0,,,39.0259,-9.0442,,,,,{},"{'GEM': {'G100000910375'}, 'GPD': {'WRI1023280'}}"
Alvaiazere Wind Farm,Wind,Onshore,PP,Portugal,21.6,,2010.0,,,39.8289,-8.4128,,,,,{},"{'GEM': {'G100000913903', 'G100000925338'}, 'GPD': {'WRI1023278'}}"
Carreco Outeiro Wind Farm,Wind,Onshore,PP,Portugal,33.0,,2004.0,,,41.7573,-8.81295,,,,,{},"{'GEM': {'G100000914784', 'G100000911526'}, 'GPD': {'WRI1023321', 'WRI1023320'}}"
Caramulo Wind Farm,Wind,Onshore,PP,Portugal,114.0,,2006.0,,,40.6198,-8.1508,,,,,{},"{'GEM': {'G100000925367', 'G100000925368', 'G100000919298'}, 'GPD': {'WRI1023318'}}"
Canical Solar,Solar,PV,PP,Portugal,6.6,,2010.0,,,32.7471,-16.7363,,,,,{},"{'GEM': {'G100001010450'}, 'GPD': {'WRI1022599'}}"
Canha Solar,Solar,PV,PP,Portugal,6.7,,2013.0,,,38.729,-8.595,,,,,{},"{'GEM': {'G100001010455'}, 'GPD': {'WRI1022598'}}"
Campo Do Ameixial Solar,Solar,PV,PP,Portugal,5.0,,2016.0,,,38.885,-7.656,,,,,{},"{'GEM': {'G100001010443'}, 'GPD': {'WRI1022597'}}"
Caldas Wind Farm,Wind,Onshore,PP,Portugal,10.0,,2005.0,,,39.2948,-9.0126,,,,,{},"{'GEM': {'G100000910433'}, 'GPD': {'WRI1023314'}}"
Cadafaz Wind Farm,Wind,Onshore,PP,Portugal,10.0,,2001.0,,,40.1301,-8.0501,,,,,{},"{'GEM': {'G100000910968'}, 'GPD': {'WRI1023312'}}"
Cacia Cogeneration,Solid Biomass,,PP,Portugal,35.1,,2005.0,,,40.6873519,-8.5898752,,,,,{},"{'GEM': {'G100001053624', 'G100001053623'}, 'GPD': {'WRI1022503', 'WRI1022515'}}"
Cabril Wind Farm,Wind,Onshore,PP,Portugal,20.2,,2002.0,,,40.9832,-8.0449,,,,,{},"{'GEM': {'G100000913610'}, 'GPD': {'WRI1023311'}}"
Cabrela Solar,Solar,PV,PP,Portugal,13.2,,2014.0,,,38.618,-8.462,,,,,{},"{'GEM': {'G100001010442'}, 'GPD': {'WRI1022596'}}"
Cabeco Da Rainha Wind Farm,Wind,Onshore,PP,Portugal,60.0,,2000.0,,,39.84916666666667,-7.9251,,,,,{},"{'GEM': {'G100000925361', 'G100000916462', 'G100000925360', 'G100000910967', 'G100000925362', 'G100000925359'}, 'GPD': {'WRI1023308', 'WRI1023309'}}"
Cabeco Alto Wind Farm,Wind,Onshore,PP,Portugal,12.0,,2000.0,,,41.8734,-7.8387,,,,,{},"{'GEM': {'G100000911386'}, 'GPD': {'WRI1023307'}}"
Bustelo Wind Farm,Wind,Onshore,PP,Portugal,18.0,,2009.0,,,41.0032,-7.9955,,,,,{},"{'GEM': {'G100000913926'}, 'GPD': {'WRI1023306'}}"
Bravo Wind Farm,Wind,Onshore,PP,Portugal,16.0,,2009.0,,,39.9092,-8.0458,,,,,{},"{'GEM': {'G100000913364'}, 'GPD': {'WRI1023304'}}"
Bornes Wind Farm,Wind,Onshore,PP,Portugal,70.0,,2009.0,,,41.4638,-6.9626,,,,,{},"{'GEM': {'G100000918891', 'G100000910414'}, 'GPD': {'WRI1023302'}}"
Bordeira Wind Farm,Wind,Onshore,PP,Portugal,24.0,,2009.0,,,37.2335,-8.8041,,,,,{},"{'GEM': {'G100000915446'}, 'GPD': {'WRI1023301'}}"
Ferreiras Solar,Solar,PV,PP,Portugal,6.8,,2012.0,,,37.123,-8.263,,,,,{},"{'GEM': {'G100001010448'}, 'GPD': {'WRI1022619'}}"
Fanhoes Wind Farm,Wind,Onshore,PP,Portugal,31.0,,2005.0,,,38.882666666666665,-9.133033333333334,,,,,{},"{'GEM': {'G100000911610', 'G100000925385', 'G100000912239'}, 'GPD': {'WRI1023342'}}"
Espinhaco Do Cao Wind Farm,Wind,Onshore,PP,Portugal,10.0,,2008.0,,,37.2201,-8.7834,,,,,{},"{'GEM': {'G100000910503'}, 'GPD': {'WRI1023341'}}"
Espiga Wind Farm,Wind,Onshore,PP,Portugal,6.0,,2005.0,,,41.7178,-8.8284,,,,,{},"{'GEM': {'G100000925384'}, 'GPD': {'WRI1023340'}}"
Enerfer Wind Farm,Wind,Onshore,PP,Portugal,16.0,,2009.0,,,39.8257,-7.4957,,,,,{},"{'GEM': {'G100000925383', 'G100000925416'}, 'GPD': {'WRI1023339'}}"
Enercoutim Solar,Solar,PV,PP,Portugal,4.0,,2014.0,,,37.441,-7.747,,,,,{},"{'GEM': {'G100001010447'}, 'GPD': {'WRI1022633', 'WRI1022632', 'WRI1022634'}}"
Degracias Wind Farm,Wind,Onshore,PP,Portugal,20.0,,2005.0,,,40.0227,-8.5163,,,,,{},"{'GEM': {'G100000914515'}, 'GPD': {'WRI1023336'}}"
Costa Vicentina Wind Farm,Wind,Onshore,PP,Portugal,10.0,,2005.0,,,37.8536,-8.7293,,,,,{},"{'GEM': {'G100000910464'}, 'GPD': {'WRI1023335'}}"
Coruche Solar,Solar,PV,PP,Portugal,15.0,,2014.0,,,38.92,-8.454,,,,,{},"{'GEM': {'G100001010453', 'G100001010454'}, 'GPD': {'WRI1022610'}}"
Chao Falcao Wind Farm,Wind,Onshore,PP,Portugal,90.0,,2005.0,,,39.6093,-8.7551,,,,,{},"{'GEM': {'G100000914786', 'G100000915868', 'G100000917082', 'G100000910449'}, 'GPD': {'WRI1023329'}}"
Chamine Wind Farm,Wind,Onshore,PP,Portugal,6.9,,2004.0,,,38.5351,-8.9058,,,,,{},"{'GEM': {'G100000925376'}, 'GPD': {'WRI1023328'}}"
Centro Candal Coelheira Wind Farm,Wind,Onshore,PP,Portugal,40.0,,2006.0,,,40.825,-8.1401,,,,,{},"{'GEM': {'G100000917602'}, 'GPD': {'WRI1023315'}}"
Celtejo Cogeneration,Solid Biomass,,PP,Portugal,23.69,,1992.0,,,39.662221,-7.671955,,,,,{},"{'GEM': {'G100001053628'}, 'GPD': {'WRI1022501'}}"
Celbi,Solid Biomass,,PP,Portugal,71.0,,1987.0,,,40.0542,-8.8705,,,,,{},"{'GEM': {'G100000200257'}, 'GPD': {'WRI1022500'}}"
Cativante Solar,Solar,PV,PP,Portugal,10.0,,2014.0,,,37.152,-7.955,,,,,{},"{'GEM': {'G100001010446'}, 'GPD': {'WRI1022653', 'WRI1022652'}}"
Catefica Wind Farm,Wind,Onshore,PP,Portugal,28.0,,2004.0,,,39.0551,-9.2451,,,,,{},"{'GEM': {'G100000913934', 'G100000910857'}, 'GPD': {'WRI1023325'}}"
Lomba Do Vale Wind Farm,Wind,Onshore,PP,Portugal,25.2,,2010.0,,,41.6026,-7.9896,,,,,{},"{'GEM': {'G100000925396', 'G100000915020'}, 'GPD': {'WRI1023370'}}"
Loiral Solar,Solar,PV,PP,Portugal,7.2,,2012.0,,,32.744,-17.112,,,,,{},"{'GEM': {'G100001010451'}, 'GPD': {'WRI1022625'}}"
Lipor,Waste,,PP,Portugal,26.5,,1999.0,,,41.227491,-8.650258,,,,,{},"{'GEM': {'G100001053695'}, 'GPD': {'WRI1022583'}}"
Leomil Wind Farm,Wind,Onshore,PP,Portugal,16.0,,2007.0,,,40.9575,-7.659,,,,,{},"{'GEM': {'G100000913592'}, 'GPD': {'WRI1023365'}}"
Lagoa Funda Wind Farm,Wind,Onshore,PP,Portugal,12.0,,2011.0,,,37.1196,-8.8854,,,,,{},"{'GEM': {'G100000911762'}, 'GPD': {'WRI1023362'}}"
Lagoa De Joao Feirao Wind Farm,Wind,Onshore,PP,Portugal,34.0,,2008.0,,,41.0331,-7.9346,,,,,{},"{'GEM': {'G100000917035'}, 'GPD': {'WRI1023361'}}"
Joguinho Wind Farm,Wind,Onshore,PP,Portugal,26.0,,2006.0,,,39.1101,-9.1601,,,,,{},"{'GEM': {'G100000915949'}, 'GPD': {'WRI1023360'}}"
Igreja Nova Wind Farm,Wind,Onshore,PP,Portugal,7.199999999999999,,1999.0,,,38.9098,-9.276,,,,,{},"{'GEM': {'G100000925393', 'G100000925394'}, 'GPD': {'WRI1023358'}}"
Hercules Solar Farm,Solar,PV,PP,Portugal,10.8,,2006.0,,,38.0292,-7.6206,,,,,{},"{'GEM': {'G100000827237'}, 'GPD': {'WRI1022651'}}"
Guerreiros Wind Farm,Wind,Onshore,PP,Portugal,21.8,,2008.0,,,37.2254,-8.7583,,,,,{},"{'GEM': {'G100000914007', 'G100000925392'}, 'GPD': {'WRI1023357'}}"
Guarda Wind Farm,Wind,Onshore,PP,Portugal,25.1,,2004.0,,,40.5412,-7.25,,,,,{},"{'GEM': {'G100000925412', 'G100000925414', 'G100000925391'}, 'GPD': {'WRI1023356'}}"
Gardunha Wind Farm,Wind,Onshore,PP,Portugal,114.0,,2007.0,,,40.0666,-7.6691,,,,,{},"{'GEM': {'G100000919490'}, 'GPD': {'WRI1023352'}}"
Freita Wind Farm,Wind,Onshore,PP,Portugal,18.0,,2006.0,,,40.8793,-8.2447,,,,,{},"{'GEM': {'G100000912321'}, 'GPD': {'WRI1023351', 'WRI1023350'}}"
Fonte Da Quelha Wind Farm,Wind,Onshore,PP,Portugal,32.0,,2004.0,,,41.0146,-8.0996,,,,,{},"{'GEM': {'G100000912475', 'G100000914280'}, 'GPD': {'WRI1023348'}}"
Fonte Da Mesa Wind Farm,Wind,Onshore,PP,Portugal,20.0,,1996.0,,,41.0863,-7.8701,,,,,{},"{'GEM': {'G100000910518', 'G100000910970'}, 'GPD': {'WRI1023346', 'WRI1023347'}}"
Figueira Da Foz Industrial Complex,Solid Biomass,,PP,Portugal,95.0,,2004.0,,,40.0576,-8.8595,,,,,{},"{'GEM': {'G100000201424', 'G100001053644'}, 'GPD': {'WRI1022502', 'WRI1022509'}}"
Negrelo Guilhado Wind Farm,Wind,Onshore,PP,Portugal,33.0,,2009.0,,,41.48255,-7.6141,,,,,{},"{'GEM': {'G100000912233', 'G100000914645'}, 'GPD': {'WRI1023401'}}"
Nave Wind Farm,Wind,Onshore,PP,Portugal,38.0,,2007.0,,,40.9451,-7.7542,,,,,{},"{'GEM': {'G100000917471'}, 'GPD': {'WRI1023400'}}"
Mourisca Wind Farm,Wind,Onshore,PP,Portugal,38.0,,2007.0,,,40.9472,-7.8051,,,,,{},"{'GEM': {'G100000917468'}, 'GPD': {'WRI1023399'}}"
Mosqueiros Wind Farm,Wind,Onshore,PP,Portugal,24.6,,2008.0,,,40.4461,-7.3587,,,,,{},"{'GEM': {'G100000914640', 'G100000925413'}, 'GPD': {'WRI1023395', 'WRI1023396'}}"
Montijo Solar,Solar,PV,PP,Portugal,13.3,,2014.0,,,38.727,-8.62,,,,,{},"{'GEM': {'G100001010456'}, 'GPD': {'WKS0064396'}}"
Milagres Wind Farm,Wind,Onshore,PP,Portugal,6.0,,2009.0,,,39.0353,-9.1401,,,,,{},"{'GEM': {'G100000925406'}, 'GPD': {'WRI1023390'}}"
Meroicinha Wind Farm,Wind,Onshore,PP,Portugal,15.0,,2003.0,,,41.3501,-7.7901,,,,,{},"{'GEM': {'G100000913147'}, 'GPD': {'WRI1023388', 'WRI1023389'}}"
Marvila Wind Farm,Wind,Onshore,PP,Portugal,32.0,,2008.0,,,39.5701,-8.6888,,,,,{},"{'GEM': {'G100000914629', 'G100000911819'}, 'GPD': {'WRI1023386'}}"
Marl Solar,Solar,PV,PP,Portugal,7.0,,2009.0,,,38.874,-9.107,,,,,{},"{'GEM': {'G100001010449'}, 'GPD': {'WRI1022631'}}"
