Name,Fueltype,Technology,Set,Country,Capacity,Efficiency,DateIn,DateRetrofit,DateOut,lat,lon,Duration,Volume_Mm3,DamHeight_m,StorageCapacity_MWh,EIC,projectID
Maravilha Wind Farm,Wind,Onshore,PP,Portugal,10.0,,2009.0,,,39.0636,-9.21135,,,,,{},"{'GEM': {'G100000925403', 'G100000925402'}, 'GPD': {'WRI1023384', 'WRI1023385'}}"
Malhanito Wind Farm,Wind,Onshore,PP,Portugal,124.0,,2012.0,,2013.0,37.3238,-7.7921,,,,,{},"{'GEM': {'G100000917089', 'G100000916256', 'G100000916569', 'G100000916865'}, 'GPD': {'WRI1023383'}}"
Malhadizes Wind Farm,Wind,Onshore,PP,Portugal,34.0,,2005.0,,,40.0184,-8.293,,,,,{},"{'GEM': {'G100000915060', 'G100000911807'}, 'GPD': {'WRI1023382'}}"
Mahladas Gois Wind Farm,Wind,Onshore,PP,Portugal,9.9,,2001.0,,,40.2299,-8.4245,,,,,{},"{'GEM': {'G100000925400'}, 'GPD': {'WRI1023381'}}"
Madrinha Wind Farm,Wind,Onshore,PP,Portugal,10.0,,2006.0,,,37.3067,-8.6188,,,,,{},"{'GEM': {'G100000910697'}, 'GPD': {'WRI1023377'}}"
Lousa Wind Farm,Wind,Onshore,PP,Portugal,60.0,,2009.0,,,40.0598,-8.2073,,,,,{},"{'GEM': {'G100000918539', 'G100000910693'}, 'GPD': {'WRI1023376'}}"
Lourinha Wind Farm,Wind,Onshore,PP,Portugal,36.0,,2011.0,,,39.2962,-9.2605,,,,,{},"{'GEM': {'G100000914094', 'G100000914093'}, 'GPD': {'WRI1023374', 'WRI1023373'}}"
Prados Wind Farm,Wind,Onshore,PP,Portugal,73.0,,2013.0,,2014.0,40.5384,-7.3826,,,,,{},"{'GEM': {'G100000917057', 'G100000917558'}, 'GPD': {'WRI1023426'}}"
Portela Do Pereiro Wind Farm,Wind,Onshore,PP,Portugal,7.2,,2014.0,,,39.4988,-8.8972,,,,,{},"{'GEM': {'G100000925436'}, 'GPD': {'WRI1023423'}}"
Porteirinhos Hqc Solar,Solar,PV,PP,Portugal,25.0,,2010.0,,,37.572,-8.067,,,,,{},"{'GEM': {'G100001010436', 'G100001010440'}, 'GPD': {'WRI1022640'}}"
Po Wind Farm,Wind,Onshore,PP,Portugal,9.1,,2006.0,,,39.3034,-9.2146,,,,,{},"{'GEM': {'G100000925434'}, 'GPD': {'WRI1023421'}}"
Pinheiro Wind Farm,Wind,Onshore,PP,Portugal,22.0,,2002.0,,,40.7301,-8.2101,,,,,{},"{'GEM': {'G100000915047'}, 'GPD': {'WRI1023420'}}"
Pinhal Interior Wind Farm,Wind,Onshore,PP,Portugal,156.6,,2006.0,,,39.9416,-7.9655,,,,,{},"{'GEM': {'G100001003823', 'G100000915983', 'G100000918975', 'G100000918771'}, 'GPD': {'WRI1023419'}}"
Pico Vermelho Geothermal,Geothermal,Steam Turbine,PP,Portugal,10.0,,2006.0,,,37.8021,-25.5059,,,,,{},"{'GEM': {'G100000700423'}, 'GPD': {'WRI1022558'}}"
Penedo Ruivo Wind Farm,Wind,Onshore,PP,Portugal,13.0,,2005.0,,,41.2358,-7.9083,,,,,{},"{'GEM': {'G100000912369'}, 'GPD': {'WRI1023413'}}"
Penamacor Wind Farm,Wind,Onshore,PP,Portugal,80.0,,2006.0,,,40.20644,-7.24832,,,,,{},"{'GEM': {'G100000912963', 'G100000915852', 'G100000911900', 'G100000925428', 'G100000914667'}, 'GPD': {'WRI1023412'}}"
Pena Suar Wind Farm,Wind,Onshore,PP,Portugal,16.0,,1998.0,,,41.2501,-7.8901,,,,,{},"{'GEM': {'G100000910782', 'G100000925426'}, 'GPD': {'WRI1023411'}}"
Pedras Wind Farm,Wind,Onshore,PP,Portugal,10.0,,2009.0,,,32.742,-17.0557,,,,,{},"{'GEM': {'G100000910976'}, 'GPD': {'WRI1023410'}}"
Passarinho Wind Farm,Wind,Onshore,PP,Portugal,22.0,,2004.0,,,38.7336,-9.1387,,,,,{},"{'GEM': {'G100000925449', 'G100000925344', 'G100000925424', 'G100000925423'}, 'GPD': {'WRI1023407'}}"
Pampilhosa Wind Farm,Wind,Onshore,PP,Portugal,111.0,,2005.0,,,40.1143,-7.9465,,,,,{},"{'GEM': {'G100000919183', 'G100000916946'}, 'GPD': {'WRI1023406'}}"
Outeiro Wind Farm,Wind,Onshore,PP,Portugal,30.0,,2005.0,,,41.334,-7.8362,,,,,{},"{'GEM': {'G100000916600'}, 'GPD': {'WRI1023403'}}"
Ourique Solar Farm,Solar,PV,PP,Portugal,62.0,,2019.0,,,37.6558,-8.223,,,,,{},"{'GEM': {'G100000827282'}, 'GPD': {'WKS0066183'}}"
Ortiga Wind Farm,Wind,Onshore,PP,Portugal,13.0,,2006.0,,,40.0051,-8.2365,,,,,{},"{'GEM': {'G100000912469'}, 'GPD': {'WRI1023402'}}"
Serra De Alvoaca Wind Farm,Wind,Onshore,PP,Portugal,36.0,,2007.0,,,40.2642,-7.6977,,,,,{},"{'GEM': {'G100000913601', 'G100000914704'}, 'GPD': {'WRI1023464'}}"
Serra Da Cabreira Wind Farm,Wind,Onshore,PP,Portugal,20.0,,2004.0,,,41.645,-8.044,,,,,{},"{'GEM': {'G100000914703'}, 'GPD': {'WRI1023460'}}"
Serra Da Boneca Lage Wind Farm,Wind,Onshore,PP,Portugal,4.2,,1999.0,,,39.3401,-8.7309,,,,,{},"{'GEM': {'G100000925467'}, 'GPD': {'WRI1023463'}}"
Serra Da Amendoa Wind Farm,Wind,Onshore,PP,Portugal,19.5,,2002.0,,,39.6222,-8.0282,,,,,{},"{'GEM': {'G100000912969', 'G100000925463'}, 'GPD': {'WRI1023456'}}"
Senhora Do Socorro Wind Farm,Wind,Onshore,PP,Portugal,6.0,,2006.0,,,39.0207,-9.2074,,,,,{},"{'GEM': {'G100000925458'}, 'GPD': {'WRI1023451'}}"
Senhora Da Vitoria Wind Farm,Wind,Onshore,PP,Portugal,12.0,,2004.0,,,39.6316,-9.0744,,,,,{},"{'GEM': {'G100000911998'}, 'GPD': {'WRI1023448'}}"
Seixinhos Wind Farm,Wind,Onshore,PP,Portugal,24.0,,2004.0,,,41.2054,-7.89015,,,,,{},"{'GEM': {'G100000911029', 'G100000912850'}, 'GPD': {'WRI1023447'}}"
Sardinha Wind Farm,Wind,Onshore,PP,Portugal,26.0,,2008.0,,,38.8741,-9.2219,,,,,{},"{'GEM': {'G100000915997'}, 'GPD': {'WRI1023445'}}"
Sao Pedro Wind Farm,Wind,Onshore,PP,Portugal,10.0,,2005.0,,,40.9949,-8.0911,,,,,{},"{'GEM': {'G100000910835'}, 'GPD': {'WRI1023444'}}"
Sao Paio Wind Farm,Wind,Onshore,PP,Portugal,10.0,,2005.0,,,41.9125,-8.7113,,,,,{},"{'GEM': {'G100000910834'}, 'GPD': {'WRI1023443'}}"
Sao Mamede Wind Farm,Wind,Onshore,PP,Portugal,6.9,,2006.0,,,38.9738,-9.2274,,,,,{},"{'GEM': {'G100000925453'}, 'GPD': {'WRI1023442'}}"
Sao Macario Wind Farm,Wind,Onshore,PP,Portugal,35.0,,2007.0,,,40.8716,-8.0765,,,,,{},"{'GEM': {'G100000911365', 'G100000915359'}, 'GPD': {'WRI1023440'}}"
Riccardo Totta Solar,Solar,PV,PP,Portugal,219.0,,2021.0,,,37.365,-7.665,,,,,{},"{'GEM': {'G100000807934'}, 'GPD': {'WKS0070717'}}"
Ribeira Grande Geothermal,Geothermal,Steam Turbine,PP,Portugal,14.0,,1994.0,,,37.7833,-25.5006,,,,,{},"{'GEM': {'G100000700559', 'G100000700558'}, 'GPD': {'WRI1022559'}}"
Ribabelide Wind Farm,Wind,Onshore,PP,Portugal,14.0,,2008.0,,,41.0146,-7.8735,,,,,{},"{'GEM': {'G100000912800'}, 'GPD': {'WRI1023432'}}"
Raia Wind Farm,Wind,Onshore,PP,Portugal,122.4,,2011.0,,,40.4192,-7.2627,,,,,{},"{'GEM': {'G100000925440', 'G100000914688', 'G100000912790', 'G100000916839', 'G100000925442', 'G100000917058', 'G100000925441', 'G100000925444'}, 'GPD': {'WRI1023430'}}"
Trancoso Wind Farm,Wind,Onshore,PP,Portugal,28.0,,2008.0,,,40.8566,-7.3813,,,,,{},"{'GEM': {'G100000916286'}, 'GPD': {'WRI1022480'}}"
Toutico Wind Farm,Wind,Onshore,PP,Portugal,102.0,,2008.0,,,40.1718,-7.8336,,,,,{},"{'GEM': {'G100000919224', 'G100000914995'}, 'GPD': {'WRI1022479'}}"
Torre De Coelheiros Solar,Solar,PV,PP,Portugal,5.0,,2015.0,,,38.513,-7.901,,,,,{},"{'GEM': {'G100001010444'}, 'GPD': {'WRI1022622'}}"
Testos Wind Farm,Wind,Onshore,PP,Portugal,28.0,,2008.0,,,40.9903,-7.8503,,,,,{},"{'GEM': {'G100000925480', 'G100000915654'}, 'GPD': {'WRI1022477'}}"
Terras Altas De Fafe Wind Farm,Wind,Onshore,PP,Portugal,124.0,,2004.0,,,41.492133333333335,-8.075433333333335,,,,,{},"{'GEM': {'G100000916013', 'G100001003821', 'G100000919186'}, 'GPD': {'WRI1022474'}}"
Terra Fria Wind Farm,Wind,Onshore,PP,Portugal,104.0,,2010.0,,,41.7783,-7.8747,,,,,{},"{'GEM': {'G100000918634', 'G100000910891', 'G100000925479', 'G100000917311'}, 'GPD': {'WRI1022473'}}"
Tendais Wind Farm,Wind,Onshore,PP,Portugal,12.0,,2007.0,,,41.0372,-8.1198,,,,,{},"{'GEM': {'G100000912029'}, 'GPD': {'WRI1022472'}}"
Sico Wind Farm,Wind,Onshore,PP,Portugal,20.0,,2008.0,,,39.9279,-8.5633,,,,,{},"{'GEM': {'G100000914706'}, 'GPD': {'WRI1022467'}}"
Setubal,Solid Biomass,,PP,Portugal,53.9,,2004.0,,,38.493492,-8.810782,,,,,{},"{'GEM': {'G100001053629'}, 'GPD': {'WRI1022516', 'WRI1022504'}}"
Serra El Rei Wind Farm,Wind,Onshore,PP,Portugal,26.0,,2006.0,,,39.3217,-9.2659,,,,,{},"{'GEM': {'G100000915061', 'G100000925462'}, 'GPD': {'WRI1023455'}}"
Serra Do Ralo Wind Farm,Wind,Onshore,PP,Portugal,32.0,,2006.0,,,40.5828,-7.398,,,,,{},"{'GEM': {'G100000916843'}, 'GPD': {'WRI1022465'}}"
Serra Do Mu Wind Farm,Wind,Onshore,PP,Portugal,26.0,,2008.0,,,37.3759,-8.0889,,,,,{},"{'GEM': {'G100000912001', 'G100000912823'}, 'GPD': {'WRI1023473'}}"
Serra Do Leiranco Wind Farm,Wind,Onshore,PP,Portugal,32.6,,2014.0,,,41.7415,-7.6535,,,,,{},"{'GEM': {'G100000916183', 'G100000925473'}, 'GPD': {'WRI1023472'}}"
Serra Do Barroso Wind Farm,Wind,Onshore,PP,Portugal,44.0,,2003.0,,,41.685966666666666,-7.8552,,,,,{},"{'GEM': {'G100000910860', 'G100000914188', 'G100000913542'}, 'GPD': {'WRI1023469', 'WRI1023468', 'WRI1023467'}}"
Serra Do Alvao Wind Farm,Wind,Onshore,PP,Portugal,42.0,,2002.0,,,41.4167,-7.7355,,,,,{},"{'GEM': {'G100000917843'}, 'GPD': {'WRI1023279', 'WRI1023466'}}"
Serra De Todo Mundo Wind Farm,Wind,Onshore,PP,Portugal,10.0,,2004.0,,,39.2926,-9.0279,,,,,{},"{'GEM': {'G100000910859'}, 'GPD': {'WRI1023465'}}"
Vila Nova Wind Farm,Wind,Onshore,PP,Portugal,58.6,,2004.0,,,40.05015,-8.26375,,,,,{},"{'GEM': {'G100000915668', 'G100000925485', 'G100000916025', 'G100000925484'}, 'GPD': {'WRI1022493', 'WRI1022494'}}"
Vila Lobos Wind Farm,Wind,Onshore,PP,Portugal,20.0,,1998.0,,2017.0,41.0693,-7.8813,,,,,{},"{'GEM': {'G100000910914', 'G100000910913'}, 'GPD': {'WRI1022492'}}"
Vila Do Bispo Wind Farm,Wind,Onshore,PP,Portugal,10.0,,1998.0,,,37.0977,-8.8714,,,,,{},"{'GEM': {'G100000911048'}, 'GPD': {'WRI1022489', 'WRI1022490'}}"
Vila Cova Wind Farm,Wind,Onshore,PP,Portugal,34.0,,2014.0,,,41.3076,-7.8999,,,,,{},"{'GEM': {'G100000917098'}, 'GPD': {'WRI1022488'}}"
Videira Wind Farm,Wind,Onshore,PP,Portugal,6.0,,2005.0,,,39.7513,-8.8034,,,,,{},"{'GEM': {'G100000925483'}, 'GPD': {'WRI1022486'}}"
Vergao Wind Farm,Wind,Onshore,PP,Portugal,25.0,,2003.0,,2017.0,39.75535,-7.9897,,,,,{},"{'GEM': {'G100000912065', 'G100000912426'}, 'GPD': {'WRI1022485'}}"
Valorsul Waste To Energy,Waste,,PP,Portugal,50.0,,1998.0,,,38.8279,-9.0817,,,,,{},"{'GEM': {'G100000200349'}, 'GPD': {'WRI1022585'}}"
Vale Matancas Solar,Solar,PV,PP,Portugal,7.2,,2018.0,,,38.408,-8.486,,,,,{},"{'GEM': {'G100001010458'}, 'GPD': {'WKS0069587'}}"
Vale Grande Wind Farm,Wind,Onshore,PP,Portugal,12.0,,2011.0,,,40.1884,-7.9137,,,,,{},"{'GEM': {'G100000912153'}, 'GPD': {'WRI1022484'}}"
Vale De Moura Solar Farm,Solar,PV,PP,Portugal,29.0,,2019.0,,,38.518,-7.832,,,,,{},"{'GEM': {'G100000807415'}, 'GPD': {'WKS0071741'}}"
Vale De Galegos Wind Farm,Wind,Onshore,PP,Portugal,54.0,,2010.0,,2013.0,39.0467,-9.3097,,,,,{},"{'GEM': {'G100000916190', 'G100000916021'}, 'GPD': {'WRI1022483'}}"
Vale De Estrela Wind Farm,Wind,Onshore,PP,Portugal,26.0,,2014.0,,,40.4926,-7.3042,,,,,{},"{'GEM': {'G100000912564', 'G100000911378'}, 'GPD': {'WRI1022482'}}"
Trandeiras Wind Farm,Wind,Onshore,PP,Portugal,18.0,,2003.0,,,41.5467,-7.6897,,,,,{},"{'GEM': {'G100000914260'}, 'GPD': {'WRI1022481'}}"
Porto Santo Bess,Battery,Li,Store,Portugal,4.0,,2010.0,,,33.07,-16.34,,,,3.0,{},"{'EESI': {'EESI-64476'}, 'GPD': {'WRI1022641'}}"
Sines Polimeros,Natural Gas,CCGT,CHP,Portugal,43.0,,1981.0,,,37.9583,-8.8048,,,,,{},"{'GEM': {'G100000400592'}, 'GEO': {'GEO-43579'}}"
Acor Wind Farm,Wind,Onshore,PP,Portugal,4.0,,2011.0,,,40.1975,-7.8016,,,,,{},"{'GEM': {'G100000925318', 'G100000925317'}}"
Albercas Solar Farm,Solar,PV,PP,Portugal,125.0,,2022.0,,,37.471,-7.476,,,,,{},"{'GEM': {'G100000807298', 'G100000807299', 'G100000807300'}}"
Alcanhoes Solar Farm,Solar,PV,PP,Portugal,38.2,,2021.0,,,39.4629,-8.1975,,,,,{},"{'GEM': {'G100000827153', 'G100000807681'}}"
Alcaria Solar Farm,Solar,PV,PP,Portugal,120.6,,2020.0,,,38.8083,-7.4361,,,,,{},"{'GEM': {'G100000827154', 'G100000827213'}}"
Alcochete Solar Farm,Solar,PV,PP,Portugal,69.4,,2023.0,,,38.70406666666667,-8.862966666666667,,,,,{},"{'GEM': {'G100000827156', 'G100000827155', 'G100001004241'}}"
Algeruz Solar Farm,Solar,PV,PP,Portugal,27.4,,2022.0,,,38.5792,-8.8435,,,,,{},{'GEM': {'G100000827160'}}
Alqueva Dam Floating Solar Farm,Solar,PV,PP,Portugal,5.0,,,,,38.1996,-7.4928,,,,,{},{'GEM': {'G100000827161'}}
Alto Da Vaca Wind Farm,Wind,Onshore,PP,Portugal,2.4,,2002.0,,,41.6651,-8.0898,,,,,{},"{'GEM': {'G100000925323', 'G100000925322'}}"
Alto Do Marco Wind Farm,Wind,Onshore,PP,Portugal,2.4,,2022.0,,,41.4086,-7.799,,,,,{},{'GEM': {'G100000925325'}}
Alto Do Seixal Wind Farm,Wind,Onshore,PP,Portugal,22.7,,2003.0,,,41.298,-7.7371,,,,,{},"{'GEM': {'G100000925375', 'G100000925421', 'G100000925405', 'G100000925326', 'G100000925401'}}"
Alto Douro Wind Farm,Wind,Onshore,PP,Portugal,7.4,,2013.0,,,41.0696,-7.5769,,,,,{},"{'GEM': {'G100000925335', 'G100000925330', 'G100000925328', 'G100000925331'}}"
Alvao Wind Farm,Wind,Onshore,PP,Portugal,23.0,,2002.0,,,41.3656,-7.8178,,,,,{},"{'GEM': {'G100000911054', 'G100000911431'}}"
Antuzede Solar Farm,Solar,PV,PP,Portugal,11.4,,2023.0,,,40.2551,-8.4732,,,,,{},{'GEM': {'G100001004242'}}
Arga Wind Farm,Wind,Onshore,PP,Portugal,2.2,,2022.0,,,41.8246,-8.7108,,,,,{},{'GEM': {'G100000925346'}}
Azambuja Solar Farm,Solar,PV,PP,Portugal,12.0,,2020.0,,,39.4598,-8.6628,,,,,{},"{'GEM': {'G100000827172', 'G100000827331'}}"
Azinheira Wind Farm,Wind,Onshore,PP,Portugal,2.8,,2022.0,,,41.427,-8.0581,,,,,{},{'GEM': {'G100000925348'}}
Baiao Wind Farm,Wind,Onshore,PP,Portugal,23.1,,1998.0,,,41.163066666666666,-8.624699999999999,,,,,{},"{'GEM': {'G100000925435', 'G100000925399', 'G100000925390', 'G100000925466', 'G100000925349', 'G100000925465'}}"
Barros Solar Farm,Solar,PV,PP,Portugal,5.0,,2019.0,,,38.1867,-8.565,,,,,{},{'GEM': {'G100000827175'}}
Beira Interior Wind Farm,Wind,Onshore,PP,Portugal,1.5,,2015.0,,,40.8122,-7.3521,,,,,{},{'GEM': {'G100000925353'}}
Benfica Solar Farm,Solar,PV,PP,Portugal,19.0,,2020.0,,,38.7361,-9.1897,,,,,{},{'GEM': {'G100000827177'}}
Betty Solar Farm,Solar,PV,PP,Portugal,23.0,,2022.0,,,41.3488,-6.5703,,,,,{},{'GEM': {'G100000807157'}}
Boidobra Solar Farm,Solar,PV,PP,Portugal,70.0,,2024.0,,,40.2814,-7.4971,,,,,{},"{'GEM': {'G100000827181', 'G100000827194'}}"
Borninhos Wind Farm,Wind,Onshore,PP,Portugal,14.0,,2004.0,,,41.8118,-6.750899999999999,,,,,{},"{'GEM': {'G100000925372', 'G100000925356', 'G100000925386'}}"
Bulgueira Wind Farm,Wind,Onshore,PP,Portugal,2.4,,2023.0,,,41.5249,-7.7965,,,,,{},{'GEM': {'G100000925358'}}
Cabeco Gordo Wind Farm,Wind,Onshore,PP,Portugal,6.0,,2024.0,,,39.6042,-8.8176,,,,,{},{'GEM': {'G100000925363'}}
Cadafaz Wind Farm,Wind,Onshore,PP,Portugal,2.0,,2018.0,,,40.1301,-8.0501,,,,,{},{'GEM': {'G100000925365'}}
Cadaval Solar Farm,Solar,PV,PP,Portugal,2.0,,2022.0,,,39.245,-9.1022,,,,,{},{'GEM': {'G100000827188'}}
Cadraco Wind Farm,Wind,Onshore,PP,Portugal,1.2,,2004.0,,,40.5561,-8.1948,,,,,{},{'GEM': {'G100000925366'}}
Caldeirao,Oil,CCGT,,Portugal,68.0,,2004.0,,,37.7812,-25.6137,,,,,{},{'GEM': {'G100001000184'}}
Candeeiros Wind Farm,Wind,Onshore,PP,Portugal,121.0,,2006.0,,,39.3901,-8.9457,,,,,{},"{'GEM': {'G100000919174', 'G100000910437', 'G100000916901'}}"
Canical,Oil,CCGT,CHP,Portugal,72.0,,2005.0,,,32.6473,-16.9679,,,,,{},{'GEM': {'G100001000185'}}
Carreco Outeiro Wind Farm,Wind,Onshore,PP,Portugal,1.8,,2013.0,,,41.7567,-8.8083,,,,,{},{'GEM': {'G100000925369'}}
Carregado Solar Farm,Solar,PV,PP,Portugal,64.0,,2025.0,,,39.0237,-8.9646,,,,,{},{'GEM': {'G100000827190'}}
Carrico Refinery,Natural Gas,CCGT,CHP,Portugal,32.0,,2009.0,,,39.98321,-8.85129,,,,,{},{'GEM': {'G100000410467'}}
Cartaxo Solar,Solar,PV,PP,Portugal,9.7,,2020.0,,,39.129,-8.81,,,,,{},{'GEM': {'G100001010452'}}
